"","sido","center","type","applicants","total","grade1","grade2","grade3","outer"
"439","경기","양평 운영센터","의료급여",11,9,2,2,5,1
"440","경기","양평 운영센터","경감",140,135,18,32,85,2
"441","경기","수원서부 운영센터","합계",5394,3239,643,833,1763,728
"442","경기","수원서부 운영센터","일반",4030,2560,491,660,1409,473
"443","경기","수원서부 운영센터","기초수급",987,378,93,90,195,231
"444","경기","수원서부 운영센터","의료급여",136,66,7,20,39,22
"445","경기","수원서부 운영센터","경감",241,235,52,63,120,2
"446","경기","성남북부 운영센터","합계",4506,2465,322,589,1554,996
"447","경기","성남북부 운영센터","일반",3203,1769,242,436,1091,712
"448","경기","성남북부 운영센터","기초수급",1025,464,47,99,318,268
"449","경기","성남북부 운영센터","의료급여",48,24,1,7,16,8
"450","경기","성남북부 운영센터","경감",230,208,32,47,129,8
"451","경기","양주 운영센터","합계",2841,1853,169,399,1285,544
"452","경기","양주 운영센터","일반",2094,1327,122,292,913,405
"453","경기","양주 운영센터","기초수급",518,318,31,57,230,129
"454","경기","양주 운영센터","의료급여",40,27,2,3,22,6
"455","경기","양주 운영센터","경감",189,181,14,47,120,4
"456","경기","안양만안 운영센터","합계",2694,1611,217,438,956,475
"457","경기","안양만안 운영센터","일반",2111,1253,162,339,752,366
"458","경기","안양만안 운영센터","기초수급",439,238,43,58,137,100
"459","경기","안양만안 운영센터","의료급여",32,16,1,5,10,5
"460","경기","안양만안 운영센터","경감",112,104,11,36,57,4
"461","경기","부천남부 운영센터","합계",2556,1523,212,264,1047,479
"462","경기","부천남부 운영센터","일반",2048,1235,175,229,831,362
"463","경기","부천남부 운영센터","기초수급",325,142,10,17,115,105
"464","경기","부천남부 운영센터","의료급여",41,21,3,2,16,11
"465","경기","부천남부 운영센터","경감",142,125,24,16,85,1
"466","경기","시흥 운영센터","합계",3924,2411,315,548,1548,791
"467","경기","시흥 운영센터","일반",3020,1895,254,415,1226,563
"468","경기","시흥 운영센터","기초수급",649,302,35,76,191,211
"469","경기","시흥 운영센터","의료급여",56,27,3,5,19,10
"470","경기","시흥 운영센터","경감",199,187,23,52,112,7
"471","경기","안성 운영센터","합계",2842,1849,252,459,1138,541
"472","경기","안성 운영센터","일반",2134,1422,203,371,848,350
"473","경기","안성 운영센터","기초수급",535,266,29,63,174,187
"474","경기","안성 운영센터","의료급여",23,13,2,2,9,4
"475","경기","안성 운영센터","경감",150,148,18,23,107,0
"476","경기","구리 운영센터","합계",1538,981,135,257,589,267
"477","경기","구리 운영센터","일반",1112,715,104,202,409,170
"478","경기","구리 운영센터","기초수급",323,172,14,31,127,93
"479","경기","구리 운영센터","의료급여",20,15,2,4,9,2
"480","경기","구리 운영센터","경감",83,79,15,20,44,2
"481","경기","여주 운영센터","합계",2377,1392,254,331,807,517
"482","경기","여주 운영센터","일반",1764,1044,196,252,596,344
"483","경기","여주 운영센터","기초수급",452,206,36,41,129,166
"484","경기","여주 운영센터","의료급여",18,5,1,0,4,5
"485","경기","여주 운영센터","경감",143,137,21,38,78,2
"486","경기","고양일산 운영센터","합계",6080,3853,505,895,2453,971
"487","경기","고양일산 운영센터","일반",5095,3215,440,763,2012,800
"488","경기","고양일산 운영센터","기초수급",681,371,36,63,272,155
"489","경기","고양일산 운영센터","의료급여",53,30,3,5,22,11
"490","경기","고양일산 운영센터","경감",251,237,26,64,147,5
"491","경기","고양덕양 운영센터","합계",4769,2831,382,653,1796,975
"492","경기","고양덕양 운영센터","일반",3701,2200,289,516,1395,740
"493","경기","고양덕양 운영센터","기초수급",776,378,62,78,238,211
"494","경기","고양덕양 운영센터","의료급여",45,24,2,7,15,15
"495","경기","고양덕양 운영센터","경감",247,229,29,52,148,9
"496","강원","춘천 운영센터","합계",4712,2780,487,684,1609,983
"497","강원","춘천 운영센터","일반",3199,1918,326,495,1097,614
"498","강원","춘천 운영센터","기초수급",1125,553,102,113,338,323
"499","강원","춘천 운영센터","의료급여",91,52,6,11,35,21
"500","강원","춘천 운영센터","경감",297,257,53,65,139,25
"501","강원","철원 운영센터","합계",898,412,51,77,284,288
"502","강원","철원 운영센터","일반",520,247,27,44,176,146
"503","강원","철원 운영센터","기초수급",321,118,19,24,75,135
"504","강원","철원 운영센터","의료급여",14,6,1,1,4,6
"505","강원","철원 운영센터","경감",43,41,4,8,29,1
"506","강원","화천 운영센터","합계",444,242,39,47,156,161
"507","강원","화천 운영센터","일반",235,134,22,26,86,73
"508","강원","화천 운영센터","기초수급",172,77,11,18,48,83
"509","강원","화천 운영센터","의료급여",10,4,NA,1,3,5
"510","강원","화천 운영센터","경감",27,27,6,2,19,0
"511","강원","원주 운영센터","합계",3604,2135,416,565,1154,752
"512","강원","원주 운영센터","일반",2553,1502,293,416,793,494
"513","강원","원주 운영센터","기초수급",784,407,69,84,254,237
"514","강원","원주 운영센터","의료급여",66,43,14,15,14,13
"515","강원","원주 운영센터","경감",201,183,40,50,93,8
"516","강원","횡성 운영센터","합계",976,452,66,109,277,253
"517","강원","횡성 운영센터","일반",589,302,45,74,183,128
"518","강원","횡성 운영센터","기초수급",314,85,11,18,56,121
"519","강원","횡성 운영센터","의료급여",13,8,3,3,2,2
"520","강원","횡성 운영센터","경감",60,57,7,14,36,2
"521","강원","강릉 운영센터","합계",3615,2273,369,518,1386,404
"522","강원","강릉 운영센터","일반",2467,1534,251,355,928,283
"523","강원","강릉 운영센터","기초수급",812,449,73,103,273,102
"524","강원","강릉 운영센터","의료급여",57,36,6,9,21,6
"525","강원","강릉 운영센터","경감",279,254,39,51,164,13
"526","강원","태백 운영센터","합계",680,320,77,83,160,259
"527","강원","태백 운영센터","일반",361,186,51,45,90,104
"528","강원","태백 운영센터","기초수급",267,100,23,30,47,143
"529","강원","태백 운영센터","의료급여",16,3,NA,2,1,10
"530","강원","태백 운영센터","경감",36,31,3,6,22,2
"531","강원","정선 운영센터","합계",601,264,50,75,139,168
"532","강원","정선 운영센터","일반",361,157,33,46,78,93
"533","강원","정선 운영센터","기초수급",189,62,11,18,33,73
"534","강원","정선 운영센터","의료급여",12,6,1,NA,5,2
"535","강원","정선 운영센터","경감",39,39,5,11,23,0
"536","강원","속초 운영센터","합계",1306,846,170,208,468,232
"537","강원","속초 운영센터","일반",727,460,103,124,233,118
"538","강원","속초 운영센터","기초수급",460,273,44,58,171,113
"539","강원","속초 운영센터","의료급여",19,15,7,2,6,0
"540","강원","속초 운영센터","경감",100,98,16,24,58,1
"541","강원","강원고성 운영센터","합계",699,381,75,94,212,147
"542","강원","강원고성 운영센터","일반",358,180,33,44,103,65
"543","강원","강원고성 운영센터","기초수급",286,150,37,33,80,79
"544","강원","강원고성 운영센터","의료급여",5,4,2,1,1,1
"545","강원","강원고성 운영센터","경감",50,47,3,16,28,2
"546","강원","양양 운영센터","합계",868,490,99,131,260,145
"547","강원","양양 운영센터","일반",463,258,54,74,130,75
"548","강원","양양 운영센터","기초수급",330,166,31,37,98,68
"549","강원","양양 운영센터","의료급여",11,8,1,3,4,1
"550","강원","양양 운영센터","경감",64,58,13,17,28,1
"551","강원","삼척 운영센터","합계",1339,638,84,120,434,483
"552","강원","삼척 운영센터","일반",818,396,49,84,263,293
"553","강원","삼척 운영센터","기초수급",420,159,23,21,115,177
"554","강원","삼척 운영센터","의료급여",23,9,1,2,6,9
"555","강원","삼척 운영센터","경감",78,74,11,13,50,4
"556","강원","평창 운영센터","합계",733,358,60,82,216,185
"557","강원","평창 운영센터","일반",525,243,40,59,144,131
"558","강원","평창 운영센터","기초수급",149,65,12,17,36,50
"559","강원","평창 운영센터","의료급여",15,8,1,3,4,4
"560","강원","평창 운영센터","경감",44,42,7,3,32,0
"561","강원","영월 운영센터","합계",1025,549,87,113,349,308
"562","강원","영월 운영센터","일반",718,384,65,81,238,209
"563","강원","영월 운영센터","기초수급",218,93,13,17,63,89
"564","강원","영월 운영센터","의료급여",24,12,2,1,9,9
"565","강원","영월 운영센터","경감",65,60,7,14,39,1
"566","강원","홍천 운영센터","합계",1504,786,142,202,442,252
"567","강원","홍천 운영센터","일반",1051,550,98,139,313,160
"568","강원","홍천 운영센터","기초수급",351,147,30,39,78,89
"569","강원","홍천 운영센터","의료급여",22,14,2,4,8,2
"570","강원","홍천 운영센터","경감",80,75,12,20,43,1
"571","강원","인제 운영센터","합계",567,222,33,51,138,150
"572","강원","인제 운영센터","일반",285,119,19,29,71,65
"573","강원","인제 운영센터","기초수급",247,79,10,17,52,81
"574","강원","인제 운영센터","의료급여",17,7,1,1,5,4
"575","강원","인제 운영센터","경감",18,17,3,4,10,0
"576","강원","양구 운영센터","합계",574,260,30,61,169,142
"577","강원","양구 운영센터","일반",312,144,17,44,83,76
"578","강원","양구 운영센터","기초수급",233,96,11,14,71,61
"579","강원","양구 운영센터","의료급여",12,6,1,1,4,3
"580","강원","양구 운영센터","경감",17,14,1,2,11,2
"581","강원","동해 운영센터","합계",1479,750,116,193,441,341
"582","강원","동해 운영센터","일반",936,512,82,134,296,185
"583","강원","동해 운영센터","기초수급",416,137,20,36,81,148
"584","강원","동해 운영센터","의료급여",29,11,1,0,10,4
"585","강원","동해 운영센터","경감",98,90,13,23,54,4
"586","충북","청주서부 운영센터","합계",3025,1840,334,596,910,417
"587","충북","청주서부 운영센터","일반",2381,1510,284,492,734,283
"588","충북","청주서부 운영센터","기초수급",486,204,23,63,118,125
"589","충북","청주서부 운영센터","의료급여",47,23,5,4,14,7
"590","충북","청주서부 운영센터","경감",111,103,22,37,44,2
"591","충북","충주 운영센터","합계",2817,1457,178,413,866,635
"592","충북","충주 운영센터","일반",2047,1064,134,301,629,434
"593","충북","충주 운영센터","기초수급",587,255,31,74,150,188
"594","충북","충주 운영센터","의료급여",59,25,0,11,14,10
"595","충북","충주 운영센터","경감",124,113,13,27,73,3
"596","충북","제천 운영센터","합계",1847,864,122,235,507,570
"597","충북","제천 운영센터","일반",1128,576,83,157,336,263
"598","충북","제천 운영센터","기초수급",595,203,22,54,127,293
"599","충북","제천 운영센터","의료급여",41,13,2,5,6,11
"600","충북","제천 운영센터","경감",83,72,15,19,38,3
"601","충북","단양 운영센터","합계",785,400,51,114,235,211
"602","충북","단양 운영센터","일반",477,247,32,78,137,117
"603","충북","단양 운영센터","기초수급",239,98,11,26,61,84
"604","충북","단양 운영센터","의료급여",12,4,1,2,1,4
"605","충북","단양 운영센터","경감",57,51,7,8,36,6
"606","충북","옥천 운영센터","합계",1520,623,66,146,411,382
"607","충북","옥천 운영센터","일반",1106,419,32,98,289,280
"608","충북","옥천 운영센터","기초수급",326,135,23,33,79,94
"609","충북","옥천 운영센터","의료급여",15,8,2,3,3,4
"610","충북","옥천 운영센터","경감",73,61,9,12,40,4
"611","충북","보은 운영센터","합계",1072,438,47,126,265,245
"612","충북","보은 운영센터","일반",757,291,29,89,173,145
"613","충북","보은 운영센터","기초수급",250,97,12,23,62,92
"614","충북","보은 운영센터","의료급여",18,7,2,3,2,5
"615","충북","보은 운영센터","경감",47,43,4,11,28,3
"616","충북","영동 운영센터","합계",1638,803,104,134,565,607
"617","충북","영동 운영센터","일반",1130,539,76,93,370,405
"618","충북","영동 운영센터","기초수급",362,147,16,23,108,178
"619","충북","영동 운영센터","의료급여",30,14,NA,1,13,14
"620","충북","영동 운영센터","경감",116,103,12,17,74,10
"621","충북","진천 운영센터","합계",920,484,54,131,299,263
"622","충북","진천 운영센터","일반",688,358,45,104,209,184
"623","충북","진천 운영센터","기초수급",180,78,4,17,57,76
"624","충북","진천 운영센터","의료급여",11,7,2,1,4,3
"625","충북","진천 운영센터","경감",41,41,3,9,29,0
"626","충북","괴산 운영센터","합계",1239,707,108,160,439,176
"627","충북","괴산 운영센터","일반",811,423,62,93,268,115
"628","충북","괴산 운영센터","기초수급",334,201,35,42,124,56
"629","충북","괴산 운영센터","의료급여",24,13,4,2,7,5
"630","충북","괴산 운영센터","경감",70,70,7,23,40,0
"631","충북","증평 운영센터","합계",559,276,48,95,133,124
"632","충북","증평 운영센터","일반",391,211,38,77,96,67
"633","충북","증평 운영센터","기초수급",140,43,5,13,25,55
"634","충북","증평 운영센터","의료급여",10,4,0,1,3,2
"635","충북","증평 운영센터","경감",18,18,5,4,9,0
"636","충북","청주동부 운영센터","합계",4587,2615,510,606,1499,933
"637","충북","청주동부 운영센터","일반",3265,1900,340,450,1110,557
"638","충북","청주동부 운영센터","기초수급",1026,464,120,102,242,357
"639","충북","청주동부 운영센터","의료급여",64,30,5,8,17,14
"640","충북","청주동부 운영센터","경감",232,221,45,46,130,5
"641","충북","음성 운영센터","합계",1642,847,170,235,442,406
"642","충북","음성 운영센터","일반",988,446,56,133,257,256
"643","충북","음성 운영센터","기초수급",577,338,109,85,144,144
"644","충북","음성 운영센터","의료급여",18,10,NA,5,5,4
"645","충북","음성 운영센터","경감",59,53,5,12,36,2
"646","충남","천안 운영센터","합계",5086,3007,407,811,1789,714
"647","충남","천안 운영센터","일반",3905,2332,324,638,1370,523
"648","충남","천안 운영센터","기초수급",866,409,45,107,257,176
"649","충남","천안 운영센터","의료급여",63,31,4,9,18,9
"650","충남","천안 운영센터","경감",252,235,34,57,144,6
"651","충남","공주 운영센터","합계",3083,1508,178,349,981,841
"652","충남","공주 운영센터","일반",2402,1175,139,267,769,615
"653","충남","공주 운영센터","기초수급",489,182,18,43,121,202
"654","충남","공주 운영센터","의료급여",34,13,3,3,7,13
"655","충남","공주 운영센터","경감",158,138,18,36,84,11
"656","충남","보령 운영센터","합계",2358,1186,149,256,781,647
"657","충남","보령 운영센터","일반",1657,817,99,173,545,460
"658","충남","보령 운영센터","기초수급",546,239,33,55,151,178
"659","충남","보령 운영센터","의료급여",30,15,6,1,8,6
"660","충남","보령 운영센터","경감",125,115,11,27,77,3
"661","충남","서천 운영센터","합계",2194,1152,151,305,696,768
"662","충남","서천 운영센터","일반",1608,794,97,208,489,580
"663","충남","서천 운영센터","기초수급",417,210,30,51,129,171
"664","충남","서천 운영센터","의료급여",23,12,2,5,5,9
"665","충남","서천 운영센터","경감",146,136,22,41,73,8
"666","충남","서산 운영센터","합계",2434,1387,203,337,847,349
"667","충남","서산 운영센터","일반",1836,1029,154,252,623,237
"668","충남","서산 운영센터","기초수급",467,235,34,52,149,109
"669","충남","서산 운영센터","의료급여",4,2,NA,1,1,0
"670","충남","서산 운영센터","경감",127,121,15,32,74,3
"671","충남","태안 운영센터","합계",1542,897,45,224,628,193
"672","충남","태안 운영센터","일반",1129,630,33,166,431,139
"673","충남","태안 운영센터","기초수급",284,147,10,31,106,50
"674","충남","태안 운영센터","의료급여",19,12,0,3,9,3
"675","충남","태안 운영센터","경감",110,108,2,24,82,1
"676","충남","논산 운영센터","합계",3906,2098,222,499,1377,725
"677","충남","논산 운영센터","일반",2895,1530,174,367,989,525
"678","충남","논산 운영센터","기초수급",749,357,32,84,241,176
"679","충남","논산 운영센터","의료급여",52,19,5,4,10,15
"680","충남","논산 운영센터","경감",210,192,11,44,137,9
"681","충남","금산 운영센터","합계",1558,712,65,187,460,407
"682","충남","금산 운영센터","일반",1176,529,44,140,345,311
"683","충남","금산 운영센터","기초수급",272,97,13,26,58,87
"684","충남","금산 운영센터","의료급여",15,6,1,1,4,1
"685","충남","금산 운영센터","경감",95,80,7,20,53,8
"686","충남","연기 운영센터","합계",1548,828,140,212,476,196
"687","충남","연기 운영센터","일반",1068,545,96,134,315,127
"688","충남","연기 운영센터","기초수급",368,197,32,51,114,60
"689","충남","연기 운영센터","의료급여",21,12,1,5,6,2
"690","충남","연기 운영센터","경감",91,74,11,22,41,7
"691","충남","부여 운영센터","합계",2149,1129,132,338,659,559
"692","충남","부여 운영센터","일반",1535,792,88,238,466,403
"693","충남","부여 운영센터","기초수급",451,203,33,57,113,141
"694","충남","부여 운영센터","의료급여",23,12,1,4,7,6
"695","충남","부여 운영센터","경감",140,122,10,39,73,9
"696","충남","청양 운영센터","합계",1364,693,62,138,493,357
"697","충남","청양 운영센터","일반",1063,534,52,106,376,264
"698","충남","청양 운영센터","기초수급",200,71,4,11,56,87
"699","충남","청양 운영센터","의료급여",17,8,1,1,6,5
"700","충남","청양 운영센터","경감",84,80,5,20,55,1
"701","충남","예산 운영센터","합계",1906,981,137,230,614,569
"702","충남","예산 운영센터","일반",1450,741,99,171,471,415
"703","충남","예산 운영센터","기초수급",354,150,25,33,92,148
"704","충남","예산 운영센터","의료급여",17,8,NA,3,5,4
"705","충남","예산 운영센터","경감",85,82,13,23,46,2
"706","충남","당진 운영센터","합계",2455,1507,234,375,898,454
"707","충남","당진 운영센터","일반",1918,1158,167,285,706,345
"708","충남","당진 운영센터","기초수급",344,173,34,42,97,104
"709","충남","당진 운영센터","의료급여",22,16,5,3,8,3
"710","충남","당진 운영센터","경감",171,160,28,45,87,2
"711","충남","아산 운영센터","합계",2752,1251,135,308,808,796
"712","충남","아산 운영센터","일반",2022,911,104,218,589,548
"713","충남","아산 운영센터","기초수급",573,221,24,52,145,234
"714","충남","아산 운영센터","의료급여",37,18,2,7,9,8
"715","충남","아산 운영센터","경감",120,101,5,31,65,6
"716","충남","홍성 운영센터","합계",2029,1096,150,218,728,602
"717","충남","홍성 운영센터","일반",1496,807,120,147,540,419
"718","충남","홍성 운영센터","기초수급",406,187,15,47,125,170
"719","충남","홍성 운영센터","의료급여",24,13,3,3,7,6
"720","충남","홍성 운영센터","경감",103,89,12,21,56,7
"721","전북","전주남부 운영센터","합계",4991,1951,235,408,1308,2014
"722","전북","전주남부 운영센터","일반",3390,1447,176,296,975,1169
"723","전북","전주남부 운영센터","기초수급",1316,321,37,66,218,780
"724","전북","전주남부 운영센터","의료급여",75,29,4,5,20,36
"725","전북","전주남부 운영센터","경감",210,154,18,41,95,29
"726","전북","익산 운영센터","합계",5070,2637,179,456,2002,1546
"727","전북","익산 운영센터","일반",3385,1717,116,298,1303,995
"728","전북","익산 운영센터","기초수급",1351,656,43,115,498,506
"729","전북","익산 운영센터","의료급여",53,20,1,2,17,23
"730","전북","익산 운영센터","경감",281,244,19,41,184,22
"731","전북","정읍 운영센터","합계",3684,1278,82,230,966,1517
"732","전북","정읍 운영센터","일반",2270,752,46,141,565,907
"733","전북","정읍 운영센터","기초수급",1069,302,27,47,228,538
"734","전북","정읍 운영센터","의료급여",63,24,2,7,15,21
"735","전북","정읍 운영센터","경감",282,200,7,35,158,51
"736","전북","남원 운영센터","합계",2609,1211,145,259,807,983
"737","전북","남원 운영센터","일반",1580,752,84,158,510,532
"738","전북","남원 운영센터","기초수급",871,335,49,73,213,428
"739","전북","남원 운영센터","의료급여",25,15,2,1,12,7
"740","전북","남원 운영센터","경감",133,109,10,27,72,16
"741","전북","순창 운영센터","합계",1444,536,45,76,415,596
"742","전북","순창 운영센터","일반",1025,372,26,47,299,410
"743","전북","순창 운영센터","기초수급",336,107,17,22,68,168
"744","전북","순창 운영센터","의료급여",9,4,NA,1,3,3
"745","전북","순창 운영센터","경감",74,53,2,6,45,15
"746","전북","임실 운영센터","합계",1410,507,29,60,418,626
"747","전북","임실 운영센터","일반",920,314,15,36,263,392
"748","전북","임실 운영센터","기초수급",397,136,11,18,107,212
"749","전북","임실 운영센터","의료급여",30,10,2,0,8,14
"750","전북","임실 운영센터","경감",63,47,1,6,40,8
"751","전북","김제 운영센터","합계",2906,1326,122,238,966,856
"752","전북","김제 운영센터","일반",1749,748,69,131,548,506
"753","전북","김제 운영센터","기초수급",933,411,36,76,299,319
"754","전북","김제 운영센터","의료급여",36,15,0,4,11,10
"755","전북","김제 운영센터","경감",188,152,17,27,108,21
"756","전북","진안 운영센터","합계",1011,358,33,78,247,506
"757","전북","진안 운영센터","일반",638,214,20,55,139,322
"758","전북","진안 운영센터","기초수급",296,95,8,17,70,162
"759","전북","진안 운영센터","의료급여",17,3,2,0,1,12
"760","전북","진안 운영센터","경감",60,46,3,6,37,10
"761","전북","무주 운영센터","합계",720,287,21,78,188,302
"762","전북","무주 운영센터","일반",471,193,11,50,132,184
"763","전북","무주 운영센터","기초수급",194,49,6,16,27,113
"764","전북","무주 운영센터","의료급여",15,6,1,1,4,4
"765","전북","무주 운영센터","경감",40,39,3,11,25,1
"766","전북","장수 운영센터","합계",811,344,25,44,275,358
"767","전북","장수 운영센터","일반",535,218,15,28,175,239
"768","전북","장수 운영센터","기초수급",222,85,9,9,67,109
"769","전북","장수 운영센터","의료급여",13,3,NA,NA,3,9
"770","전북","장수 운영센터","경감",41,38,1,7,30,1
"771","전북","부안 운영센터","합계",2261,908,70,146,692,928
"772","전북","부안 운영센터","일반",1549,568,45,91,432,657
"773","전북","부안 운영센터","기초수급",513,192,14,31,147,234
"774","전북","부안 운영센터","의료급여",26,11,0,3,8,12
"775","전북","부안 운영센터","경감",173,137,11,21,105,25
"776","전북","고창 운영센터","합계",1997,819,56,167,596,672
"777","전북","고창 운영센터","일반",1370,525,29,109,387,459
"778","전북","고창 운영센터","기초수급",416,143,11,29,103,185
"779","전북","고창 운영센터","의료급여",47,18,1,3,14,14
"780","전북","고창 운영센터","경감",164,133,15,26,92,14
"781","전북","전주북부 운영센터","합계",5701,2449,226,463,1760,1985
"782","전북","전주북부 운영센터","일반",4093,1774,170,347,1257,1346
"783","전북","전주북부 운영센터","기초수급",1267,418,32,73,313,594
"784","전북","전주북부 운영센터","의료급여",73,36,4,7,25,20
"785","전북","전주북부 운영센터","경감",268,221,20,36,165,25
"786","전북","군산 운영센터","합계",4031,2200,251,412,1537,1137
"787","전북","군산 운영센터","일반",2618,1446,159,273,1014,670
"788","전북","군산 운영센터","기초수급",1136,538,71,97,370,435
"789","전북","군산 운영센터","의료급여",55,32,4,6,22,14
"790","전북","군산 운영센터","경감",222,184,17,36,131,18
"791","전남","목포 운영센터","합계",3053,1406,138,407,861,1147
"792","전남","목포 운영센터","일반",1899,958,95,289,574,594
"793","전남","목포 운영센터","기초수급",919,273,19,68,186,514
"794","전남","목포 운영센터","의료급여",55,24,4,8,12,18
"795","전남","목포 운영센터","경감",180,151,20,42,89,21
"796","전남","여수 운영센터","합계",4185,1609,187,373,1049,1844
"797","전남","여수 운영센터","일반",2739,1111,122,270,719,1129
"798","전남","여수 운영센터","기초수급",1208,328,48,63,217,671
"799","전남","여수 운영센터","의료급여",47,12,2,3,7,21
"800","전남","여수 운영센터","경감",191,158,15,37,106,23
"801","전남","순천 운영센터","합계",3668,1709,207,476,1026,1146
"802","전남","순천 운영센터","일반",2603,1198,139,354,705,772
"803","전남","순천 운영센터","기초수급",826,334,42,73,219,336
"804","전남","순천 운영센터","의료급여",48,20,5,8,7,16
"805","전남","순천 운영센터","경감",191,157,21,41,95,22
"806","전남","곡성 운영센터","합계",1545,553,40,88,425,698
"807","전남","곡성 운영센터","일반",1091,355,17,54,284,503
"808","전남","곡성 운영센터","기초수급",352,126,16,25,85,171
"809","전남","곡성 운영센터","의료급여",32,13,2,2,9,17
"810","전남","곡성 운영센터","경감",70,59,5,7,47,7
"811","전남","나주 운영센터","합계",2440,1102,91,238,773,762
"812","전남","나주 운영센터","일반",1610,703,58,155,490,512
"813","전남","나주 운영센터","기초수급",645,273,21,51,201,221
"814","전남","나주 운영센터","의료급여",28,11,1,5,5,10
"815","전남","나주 운영센터","경감",157,115,11,27,77,19
"816","전남","고흥 운영센터","합계",2556,1083,112,283,688,918
"817","전남","고흥 운영센터","일반",1744,689,66,190,433,655
"818","전남","고흥 운영센터","기초수급",584,221,22,54,145,225
"819","전남","고흥 운영센터","의료급여",43,19,1,7,11,13
"820","전남","고흥 운영센터","경감",185,154,23,32,99,25
"821","전남","보성 운영센터","합계",1551,480,49,93,338,681
"822","전남","보성 운영센터","일반",1041,309,25,65,219,444
"823","전남","보성 운영센터","기초수급",419,110,19,18,73,214
"824","전남","보성 운영센터","의료급여",19,2,NA,NA,2,12
"825","전남","보성 운영센터","경감",72,59,5,10,44,11
"826","전남","화순 운영센터","합계",2297,1087,77,175,835,919
"827","전남","화순 운영센터","일반",1617,752,60,118,574,632
"828","전남","화순 운영센터","기초수급",516,206,11,36,159,261
"829","전남","화순 운영센터","의료급여",26,9,NA,1,8,12
"830","전남","화순 운영센터","경감",138,120,6,20,94,14
"831","전남","해남 운영센터","합계",2090,1045,72,225,748,600
"832","전남","해남 운영센터","일반",1295,591,41,132,418,396
"833","전남","해남 운영센터","기초수급",605,293,17,61,215,188
"834","전남","해남 운영센터","의료급여",38,19,1,3,15,10
"835","전남","해남 운영센터","경감",152,142,13,29,100,6
"836","전남","진도 운영센터","합계",903,340,24,66,250,428
"837","전남","진도 운영센터","일반",535,199,9,41,149,253
"838","전남","진도 운영센터","기초수급",307,95,13,15,67,165
"839","전남","진도 운영센터","의료급여",15,7,1,3,3,5
"840","전남","진도 운영센터","경감",46,39,1,7,31,5
"841","전남","영암 운영센터","합계",1622,540,45,118,377,790
"842","전남","영암 운영센터","일반",1072,347,27,77,243,509
"843","전남","영암 운영센터","기초수급",452,127,14,27,86,261
"844","전남","영암 운영센터","의료급여",22,6,1,2,3,10
"845","전남","영암 운영센터","경감",76,60,3,12,45,10
"846","전남","장흥 운영센터","합계",1726,676,69,111,496,841
"847","전남","장흥 운영센터","일반",1099,368,30,46,292,572
"848","전남","장흥 운영센터","기초수급",473,196,26,40,130,235
"849","전남","장흥 운영센터","의료급여",33,7,0,3,4,21
"850","전남","장흥 운영센터","경감",121,105,13,22,70,13
"851","전남","영광 운영센터","합계",1562,581,74,131,376,673
"852","전남","영광 운영센터","일반",930,322,35,71,216,406
"853","전남","영광 운영센터","기초수급",498,159,24,38,97,242
"854","전남","영광 운영센터","의료급여",27,11,1,4,6,14
"855","전남","영광 운영센터","경감",107,89,14,18,57,11
"856","전남","함평 운영센터","합계",1328,585,71,149,365,426
"857","전남","함평 운영센터","일반",899,371,52,84,235,297
"858","전남","함평 운영센터","기초수급",327,128,15,40,73,116
"859","전남","함평 운영센터","의료급여",19,11,1,2,8,6
"860","전남","함평 운영센터","경감",83,75,3,23,49,7
"861","전남","장성 운영센터","합계",1538,702,60,143,499,560
"862","전남","장성 운영센터","일반",985,453,37,99,317,325
"863","전남","장성 운영센터","기초수급",422,162,19,33,110,204
"864","전남","장성 운영센터","의료급여",23,11,2,0,9,8
"865","전남","장성 운영센터","경감",108,76,2,11,63,23
"866","전남","담양 운영센터","합계",1589,793,79,154,560,500
"867","전남","담양 운영센터","일반",1169,586,61,114,411,352
"868","전남","담양 운영센터","기초수급",296,120,12,23,85,124
"869","전남","담양 운영센터","의료급여",24,8,0,2,6,7
"870","전남","담양 운영센터","경감",100,79,6,15,58,17
"871","전남","강진 운영센터","합계",1204,558,58,123,377,428
"872","전남","강진 운영센터","일반",753,333,38,65,230,262
"873","전남","강진 운영센터","기초수급",349,146,12,39,95,155
"874","전남","강진 운영센터","의료급여",16,7,3,0,4,7
"875","전남","강진 운영센터","경감",86,72,5,19,48,4
"876","전남","완도 운영센터","합계",1674,854,61,198,595,662
"877","전남","완도 운영센터","일반",903,442,30,104,308,358
"878","전남","완도 운영센터","기초수급",595,261,21,63,177,285
"879","전남","완도 운영센터","의료급여",23,10,2,1,7,11
"880","전남","완도 운영센터","경감",153,141,8,30,103,8
"881","전남","무안 운영센터","합계",1571,791,58,198,535,429
"882","전남","무안 운영센터","일반",1052,527,33,132,362,294
"883","전남","무안 운영센터","기초수급",367,140,13,35,92,116
"884","전남","무안 운영센터","의료급여",31,12,1,1,10,12
"885","전남","무안 운영센터","경감",121,112,11,30,71,7
"886","전남","신안 운영센터","합계",1208,551,47,135,369,608
"887","전남","신안 운영센터","일반",762,304,21,73,210,423
"888","전남","신안 운영센터","기초수급",351,165,17,48,100,174
"889","전남","신안 운영센터","의료급여",13,3,0,1,2,9
"890","전남","신안 운영센터","경감",82,79,9,13,57,2
"891","전남","광양 운영센터","합계",1616,668,58,153,457,693
