"","sido","center","type","applicants","total","grade1","grade2","grade3","outer"
"437","경기","양평 운영센터","일반",1647,1035,78,209,748,288
"438","경기","양평 운영센터","기초수급",382,239,21,47,171,94
"439","경기","양평 운영센터","의료급여",15,9,1,1,7,4
"440","경기","양평 운영센터","경감",288,267,28,47,192,14
"441","경기","수원서부 운영센터","합계",6118,3827,535,901,2391,732
"442","경기","수원서부 운영센터","일반",4222,2680,369,647,1664,463
"443","경기","수원서부 운영센터","기초수급",1077,420,80,80,260,233
"444","경기","수원서부 운영센터","의료급여",164,92,7,17,68,28
"445","경기","수원서부 운영센터","경감",655,635,79,157,399,8
"446","경기","성남북부 운영센터","합계",5035,2902,314,528,2060,1052
"447","경기","성남북부 운영센터","일반",3350,1843,201,353,1289,710
"448","경기","성남북부 운영센터","기초수급",1046,484,47,75,362,305
"449","경기","성남북부 운영센터","의료급여",47,19,0,5,14,14
"450","경기","성남북부 운영센터","경감",592,556,66,95,395,23
"451","경기","양주 운영센터","합계",3084,1865,109,231,1525,688
"452","경기","양주 운영센터","일반",2092,1204,74,154,976,465
"453","경기","양주 운영센터","기초수급",592,302,20,30,252,193
"454","경기","양주 운영센터","의료급여",26,18,1,3,14,2
"455","경기","양주 운영센터","경감",374,341,14,44,283,28
"456","경기","안양만안 운영센터","합계",2845,1787,223,398,1166,453
"457","경기","안양만안 운영센터","일반",2077,1234,162,287,785,352
"458","경기","안양만안 운영센터","기초수급",448,254,30,57,167,89
"459","경기","안양만안 운영센터","의료급여",23,16,3,5,8,3
"460","경기","안양만안 운영센터","경감",297,283,28,49,206,9
"461","경기","부천남부 운영센터","합계",2782,1619,175,256,1188,472
"462","경기","부천남부 운영센터","일반",2032,1119,117,190,812,356
"463","경기","부천남부 운영센터","기초수급",364,165,14,23,128,94
"464","경기","부천남부 운영센터","의료급여",32,15,3,3,9,10
"465","경기","부천남부 운영센터","경감",354,320,41,40,239,12
"466","경기","시흥 운영센터","합계",4607,2795,277,523,1995,841
"467","경기","시흥 운영센터","일반",3263,1916,187,361,1368,608
"468","경기","시흥 운영센터","기초수급",749,344,35,61,248,206
"469","경기","시흥 운영센터","의료급여",54,27,2,3,22,11
"470","경기","시흥 운영센터","경감",541,508,53,98,357,16
"471","경기","안성 운영센터","합계",3263,2153,235,408,1510,499
"472","경기","안성 운영센터","일반",2261,1517,184,302,1031,315
"473","경기","안성 운영센터","기초수급",631,292,22,38,232,173
"474","경기","안성 운영센터","의료급여",29,16,1,2,13,5
"475","경기","안성 운영센터","경감",342,328,28,66,234,6
"476","경기","구리 운영센터","합계",1844,1118,121,276,721,257
"477","경기","구리 운영센터","일반",1217,734,87,186,461,159
"478","경기","구리 운영센터","기초수급",389,172,13,32,127,88
"479","경기","구리 운영센터","의료급여",25,18,3,4,11,2
"480","경기","구리 운영센터","경감",213,194,18,54,122,8
"481","경기","여주 운영센터","합계",2825,1626,263,323,1040,464
"482","경기","여주 운영센터","일반",1931,1051,173,211,667,322
"483","경기","여주 운영센터","기초수급",523,231,28,42,161,130
"484","경기","여주 운영센터","의료급여",20,8,1,1,6,4
"485","경기","여주 운영센터","경감",351,336,61,69,206,8
"486","경기","고양일산 운영센터","합계",6973,4667,431,912,3324,1011
"487","경기","고양일산 운영센터","일반",5407,3494,323,682,2489,801
"488","경기","고양일산 운영센터","기초수급",796,461,27,77,357,184
"489","경기","고양일산 운영센터","의료급여",49,26,2,1,23,9
"490","경기","고양일산 운영센터","경감",721,686,79,152,455,17
"491","경기","고양덕양 운영센터","합계",5212,3200,343,655,2202,865
"492","경기","고양덕양 운영센터","일반",3699,2190,248,458,1484,647
"493","경기","고양덕양 운영센터","기초수급",885,443,43,69,331,182
"494","경기","고양덕양 운영센터","의료급여",52,31,5,4,22,14
"495","경기","고양덕양 운영센터","경감",576,536,47,124,365,22
"496","강원","춘천 운영센터","합계",5098,3125,427,702,1996,1044
"497","강원","춘천 운영센터","일반",3292,1953,272,445,1236,654
"498","강원","춘천 운영센터","기초수급",1113,591,73,130,388,321
"499","강원","춘천 운영센터","의료급여",103,63,11,10,42,19
"500","강원","춘천 운영센터","경감",590,518,71,117,330,50
"501","강원","철원 운영센터","합계",981,459,47,65,347,258
"502","강원","철원 운영센터","일반",549,251,28,34,189,148
"503","강원","철원 운영센터","기초수급",321,112,11,21,80,102
"504","강원","철원 운영센터","의료급여",16,7,2,2,3,5
"505","강원","철원 운영센터","경감",95,89,6,8,75,3
"506","강원","화천 운영센터","합계",432,249,43,61,145,116
"507","강원","화천 운영센터","일반",214,117,17,29,71,52
"508","강원","화천 운영센터","기초수급",158,84,17,21,46,56
"509","강원","화천 운영센터","의료급여",9,3,0,1,2,4
"510","강원","화천 운영센터","경감",51,45,9,10,26,4
"511","강원","원주 운영센터","합계",4016,2508,386,628,1494,678
"512","강원","원주 운영센터","일반",2662,1577,251,389,937,445
"513","강원","원주 운영센터","기초수급",809,439,55,109,275,208
"514","강원","원주 운영센터","의료급여",65,41,12,7,22,11
"515","강원","원주 운영센터","경감",480,451,68,123,260,14
"516","강원","횡성 운영센터","합계",1073,586,66,141,379,242
"517","강원","횡성 운영센터","일반",630,335,36,79,220,137
"518","강원","횡성 운영센터","기초수급",300,124,11,30,83,99
"519","강원","횡성 운영센터","의료급여",17,8,1,1,6,4
"520","강원","횡성 운영센터","경감",126,119,18,31,70,2
"521","강원","강릉 운영센터","합계",4105,2732,346,557,1829,541
"522","강원","강릉 운영센터","일반",2599,1650,212,332,1106,322
"523","강원","강릉 운영센터","기초수급",900,528,69,106,353,194
"524","강원","강릉 운영센터","의료급여",71,48,4,13,31,8
"525","강원","강릉 운영센터","경감",535,506,61,106,339,17
"526","강원","태백 운영센터","합계",751,383,61,105,217,235
"527","강원","태백 운영센터","일반",429,213,40,56,117,123
"528","강원","태백 운영센터","기초수급",234,105,10,33,62,98
"529","강원","태백 운영센터","의료급여",18,7,0,1,6,6
"530","강원","태백 운영센터","경감",70,58,11,15,32,8
"531","강원","정선 운영센터","합계",675,353,49,70,234,182
"532","강원","정선 운영센터","일반",398,184,30,36,118,114
"533","강원","정선 운영센터","기초수급",188,85,11,16,58,65
"534","강원","정선 운영센터","의료급여",8,3,0,0,3,3
"535","강원","정선 운영센터","경감",81,81,8,18,55,0
"536","강원","속초 운영센터","합계",1467,1019,138,260,621,196
"537","강원","속초 운영센터","일반",778,517,82,143,292,88
"538","강원","속초 운영센터","기초수급",479,307,33,60,214,100
"539","강원","속초 운영센터","의료급여",27,21,4,5,12,3
"540","강원","속초 운영센터","경감",183,174,19,52,103,5
"541","강원","강원고성 운영센터","합계",740,423,69,103,251,152
"542","강원","강원고성 운영센터","일반",382,192,31,47,114,78
"543","강원","강원고성 운영센터","기초수급",257,140,26,35,79,66
"544","강원","강원고성 운영센터","의료급여",5,3,1,0,2,2
"545","강원","강원고성 운영센터","경감",96,88,11,21,56,6
"546","강원","양양 운영센터","합계",974,515,51,131,333,216
"547","강원","양양 운영센터","일반",549,254,26,72,156,125
"548","강원","양양 운영센터","기초수급",299,154,16,34,104,84
"549","강원","양양 운영센터","의료급여",13,6,1,1,4,3
"550","강원","양양 운영센터","경감",113,101,8,24,69,4
"551","강원","삼척 운영센터","합계",1445,722,71,120,531,473
"552","강원","삼척 운영센터","일반",851,401,37,65,299,278
"553","강원","삼척 운영센터","기초수급",409,170,16,23,131,166
"554","강원","삼척 운영센터","의료급여",32,12,2,2,8,16
"555","강원","삼척 운영센터","경감",153,139,16,30,93,13
"556","강원","평창 운영센터","합계",831,469,58,106,305,184
"557","강원","평창 운영센터","일반",559,282,33,66,183,131
"558","강원","평창 운영센터","기초수급",155,86,9,15,62,43
"559","강원","평창 운영센터","의료급여",32,19,2,6,11,8
"560","강원","평창 운영센터","경감",85,82,14,19,49,2
"561","강원","영월 운영센터","합계",1154,657,79,135,443,304
"562","강원","영월 운영센터","일반",766,389,52,79,258,219
"563","강원","영월 운영센터","기초수급",198,97,11,18,68,72
"564","강원","영월 운영센터","의료급여",22,9,2,1,6,10
"565","강원","영월 운영센터","경감",168,162,14,37,111,3
"566","강원","홍천 운영센터","합계",1621,832,101,175,556,314
"567","강원","홍천 운영센터","일반",1120,529,68,112,349,206
"568","강원","홍천 운영센터","기초수급",306,142,19,35,88,89
"569","강원","홍천 운영센터","의료급여",37,16,1,0,15,10
"570","강원","홍천 운영센터","경감",158,145,13,28,104,9
"571","강원","인제 운영센터","합계",555,249,39,52,158,128
"572","강원","인제 운영센터","일반",273,122,16,31,75,52
"573","강원","인제 운영센터","기초수급",214,74,12,14,48,66
"574","강원","인제 운영센터","의료급여",18,7,0,1,6,6
"575","강원","인제 운영센터","경감",50,46,11,6,29,4
"576","강원","양구 운영센터","합계",575,264,31,57,176,154
"577","강원","양구 운영센터","일반",317,134,14,30,90,93
"578","강원","양구 운영센터","기초수급",204,87,10,15,62,54
"579","강원","양구 운영센터","의료급여",10,4,2,0,2,3
"580","강원","양구 운영센터","경감",44,39,5,12,22,4
"581","강원","동해 운영센터","합계",1570,851,132,187,532,331
"582","강원","동해 운영센터","일반",970,515,78,116,321,199
"583","강원","동해 운영센터","기초수급",382,153,27,27,99,119
"584","강원","동해 운영센터","의료급여",32,12,2,1,9,5
"585","강원","동해 운영센터","경감",186,171,25,43,103,8
"586","충북","청주서부 운영센터","합계",3523,2260,336,630,1294,455
"587","충북","청주서부 운영센터","일반",2599,1643,263,469,911,312
"588","충북","청주서부 운영센터","기초수급",509,247,18,56,173,124
"589","충북","청주서부 운영센터","의료급여",55,32,2,6,24,7
"590","충북","청주서부 운영센터","경감",360,338,53,99,186,12
"591","충북","충주 운영센터","합계",3102,1686,179,382,1125,706
"592","충북","충주 운영센터","일반",2134,1061,122,239,700,517
"593","충북","충주 운영센터","기초수급",589,295,26,73,196,160
"594","충북","충주 운영센터","의료급여",58,36,3,7,26,9
"595","충북","충주 운영센터","경감",321,294,28,63,203,20
"596","충북","제천 운영센터","합계",2135,1111,123,305,683,499
"597","충북","제천 운영센터","일반",1298,698,75,195,428,224
"598","충북","제천 운영센터","기초수급",564,201,25,52,124,249
"599","충북","제천 운영센터","의료급여",46,20,2,5,13,13
"600","충북","제천 운영센터","경감",227,192,21,53,118,13
"601","충북","단양 운영센터","합계",829,440,74,94,272,205
"602","충북","단양 운영센터","일반",504,228,44,45,139,138
"603","충북","단양 운영센터","기초수급",205,106,15,21,70,55
"604","충북","단양 운영센터","의료급여",14,9,3,1,5,4
"605","충북","단양 운영센터","경감",106,97,12,27,58,8
"606","충북","옥천 운영센터","합계",1524,692,58,131,503,364
"607","충북","옥천 운영센터","일반",1066,428,32,74,322,264
"608","충북","옥천 운영센터","기초수급",300,129,15,24,90,89
"609","충북","옥천 운영센터","의료급여",14,7,0,1,6,2
"610","충북","옥천 운영센터","경감",144,128,11,32,85,9
"611","충북","보은 운영센터","합계",1178,583,71,124,388,228
"612","충북","보은 운영센터","일반",814,360,39,78,243,150
"613","충북","보은 운영센터","기초수급",222,103,13,20,70,71
"614","충북","보은 운영센터","의료급여",19,7,2,2,3,3
"615","충북","보은 운영센터","경감",123,113,17,24,72,4
"616","충북","영동 운영센터","합계",1759,884,78,148,658,581
"617","충북","영동 운영센터","일반",1180,534,53,92,389,390
"618","충북","영동 운영센터","기초수급",347,162,8,31,123,162
"619","충북","영동 운영센터","의료급여",31,11,1,1,9,13
"620","충북","영동 운영센터","경감",201,177,16,24,137,16
"621","충북","진천 운영센터","합계",921,478,58,99,321,225
"622","충북","진천 운영센터","일반",644,307,37,65,205,157
"623","충북","진천 운영센터","기초수급",164,71,6,14,51,64
"624","충북","진천 운영센터","의료급여",8,3,0,1,2,3
"625","충북","진천 운영센터","경감",105,97,15,19,63,1
"626","충북","괴산 운영센터","합계",1316,778,57,144,577,213
"627","충북","괴산 운영센터","일반",821,421,27,76,318,147
"628","충북","괴산 운영센터","기초수급",304,184,19,33,132,56
"629","충북","괴산 운영센터","의료급여",27,14,1,2,11,6
"630","충북","괴산 운영센터","경감",164,159,10,33,116,4
"631","충북","증평 운영센터","합계",607,322,48,96,178,141
"632","충북","증평 운영센터","일반",403,217,29,67,121,79
"633","충북","증평 운영센터","기초수급",128,38,6,8,24,58
"634","충북","증평 운영센터","의료급여",11,7,0,4,3,3
"635","충북","증평 운영센터","경감",65,60,13,17,30,1
"636","충북","청주동부 운영센터","합계",4864,3073,426,742,1905,771
"637","충북","청주동부 운영센터","일반",3306,2047,257,496,1294,470
"638","충북","청주동부 운영센터","기초수급",939,469,93,111,265,275
"639","충북","청주동부 운영센터","의료급여",75,43,2,14,27,12
"640","충북","청주동부 운영센터","경감",544,514,74,121,319,14
"641","충북","음성 운영센터","합계",1813,1015,138,203,674,410
"642","충북","음성 운영센터","일반",1069,518,30,109,379,272
"643","충북","음성 운영센터","기초수급",557,326,95,61,170,130
"644","충북","음성 운영센터","의료급여",20,14,2,3,9,3
"645","충북","음성 운영센터","경감",167,157,11,30,116,5
"646","충남","천안 운영센터","합계",5851,3415,415,784,2216,920
"647","충남","천안 운영센터","일반",4326,2409,295,553,1561,698
"648","충남","천안 운영센터","기초수급",879,422,50,85,287,200
"649","충남","천안 운영센터","의료급여",62,34,3,5,26,7
"650","충남","천안 운영센터","경감",584,550,67,141,342,15
"651","충남","공주 운영센터","합계",3112,1646,175,334,1137,759
"652","충남","공주 운영센터","일반",2301,1143,119,221,803,568
"653","충남","공주 운영센터","기초수급",459,196,19,42,135,167
"654","충남","공주 운영센터","의료급여",36,17,3,5,9,14
"655","충남","공주 운영센터","경감",316,290,34,66,190,10
"656","충남","보령 운영센터","합계",2541,1405,158,246,1001,630
"657","충남","보령 운영센터","일반",1736,886,110,159,617,458
"658","충남","보령 운영센터","기초수급",497,246,24,42,180,154
"659","충남","보령 운영센터","의료급여",34,17,3,2,12,8
"660","충남","보령 운영센터","경감",274,256,21,43,192,10
"661","충남","서천 운영센터","합계",2378,1271,108,278,885,752
"662","충남","서천 운영센터","일반",1671,804,71,175,558,571
"663","충남","서천 운영센터","기초수급",409,216,20,44,152,149
"664","충남","서천 운영센터","의료급여",26,12,2,3,7,9
"665","충남","서천 운영센터","경감",272,239,15,56,168,23
"666","충남","서산 운영센터","합계",2683,1575,182,321,1072,437
"667","충남","서산 운영센터","일반",1995,1105,127,228,750,330
"668","충남","서산 운영센터","기초수급",426,234,30,42,162,96
"669","충남","서산 운영센터","의료급여",13,6,0,1,5,0
"670","충남","서산 운영센터","경감",249,230,25,50,155,11
"671","충남","태안 운영센터","합계",1601,930,41,186,703,245
"672","충남","태안 운영센터","일반",1119,588,24,127,437,180
"673","충남","태안 운영센터","기초수급",272,150,9,22,119,54
"674","충남","태안 운영센터","의료급여",19,14,0,2,12,3
"675","충남","태안 운영센터","경감",191,178,8,35,135,8
"676","충남","논산 운영센터","합계",4188,2103,150,386,1567,923
"677","충남","논산 운영센터","일반",2948,1336,105,250,981,689
"678","충남","논산 운영센터","기초수급",761,351,20,60,271,201
"679","충남","논산 운영센터","의료급여",55,22,3,1,18,13
"680","충남","논산 운영센터","경감",424,394,22,75,297,20
"681","충남","금산 운영센터","합계",1686,852,77,138,637,422
"682","충남","금산 운영센터","일반",1222,561,50,94,417,324
"683","충남","금산 운영센터","기초수급",231,101,15,15,71,73
"684","충남","금산 운영센터","의료급여",15,5,0,1,4,2
"685","충남","금산 운영센터","경감",218,185,12,28,145,23
"686","충남","세종 운영센터","합계",1852,924,113,195,616,348
"687","충남","세종 운영센터","일반",1283,596,71,128,397,236
"688","충남","세종 운영센터","기초수급",368,157,21,32,104,99
"689","충남","세종 운영센터","의료급여",23,12,3,1,8,3
"690","충남","세종 운영센터","경감",178,159,18,34,107,10
"691","충남","부여 운영센터","합계",2458,1318,104,270,944,638
"692","충남","부여 운영센터","일반",1756,871,73,170,628,489
"693","충남","부여 운영센터","기초수급",396,184,17,43,124,119
"694","충남","부여 운영센터","의료급여",28,16,0,5,11,6
"695","충남","부여 운영센터","경감",278,247,14,52,181,24
"696","충남","청양 운영센터","합계",1437,766,48,157,561,368
"697","충남","청양 운영센터","일반",1083,544,34,111,399,282
"698","충남","청양 운영센터","기초수급",179,61,5,13,43,79
"699","충남","청양 운영센터","의료급여",14,10,1,0,9,1
"700","충남","청양 운영센터","경감",161,151,8,33,110,6
"701","충남","예산 운영센터","합계",2092,1180,97,221,862,521
"702","충남","예산 운영센터","일반",1542,819,69,148,602,393
"703","충남","예산 운영센터","기초수급",317,152,10,25,117,112
"704","충남","예산 운영센터","의료급여",21,13,0,4,9,6
"705","충남","예산 운영센터","경감",212,196,18,44,134,10
"706","충남","당진 운영센터","합계",2891,1856,154,498,1204,361
"707","충남","당진 운영센터","일반",2222,1348,117,359,872,281
"708","충남","당진 운영센터","기초수급",311,164,14,41,109,75
"709","충남","당진 운영센터","의료급여",19,13,1,3,9,3
"710","충남","당진 운영센터","경감",339,331,22,95,214,2
"711","충남","아산 운영센터","합계",3021,1566,129,368,1069,671
"712","충남","아산 운영센터","일반",2157,1030,87,241,702,476
"713","충남","아산 운영센터","기초수급",526,232,14,53,165,179
"714","충남","아산 운영센터","의료급여",33,20,4,4,12,3
"715","충남","아산 운영센터","경감",305,284,24,70,190,13
"716","충남","홍성 운영센터","합계",2268,1296,168,238,890,588
"717","충남","홍성 운영센터","일반",1604,842,120,155,567,435
"718","충남","홍성 운영센터","기초수급",362,188,15,39,134,132
"719","충남","홍성 운영센터","의료급여",22,9,2,2,5,8
"720","충남","홍성 운영센터","경감",280,257,31,42,184,13
"721","전북","전주남부 운영센터","합계",5474,2199,198,334,1667,2076
"722","전북","전주남부 운영센터","일반",3516,1446,125,232,1089,1155
"723","전북","전주남부 운영센터","기초수급",1432,364,34,44,286,827
"724","전북","전주남부 운영센터","의료급여",79,32,7,4,21,36
"725","전북","전주남부 운영센터","경감",447,357,32,54,271,58
"726","전북","익산 운영센터","합계",5822,3094,164,435,2495,1687
"727","전북","익산 운영센터","일반",3644,1844,95,256,1493,1047
"728","전북","익산 운영센터","기초수급",1509,704,33,98,573,549
"729","전북","익산 운영센터","의료급여",55,19,0,1,18,26
"730","전북","익산 운영센터","경감",614,527,36,80,411,65
"731","전북","정읍 운영센터","합계",4338,1545,49,175,1321,1828
"732","전북","정읍 운영센터","일반",2689,890,28,95,767,1108
"733","전북","정읍 운영센터","기초수급",1095,309,9,36,264,580
"734","전북","정읍 운영센터","의료급여",70,30,1,5,24,22
"735","전북","정읍 운영센터","경감",484,316,11,39,266,118
"736","전북","남원 운영센터","합계",2674,1229,96,173,960,1037
"737","전북","남원 운영센터","일반",1580,674,48,90,536,609
"738","전북","남원 운영센터","기초수급",774,295,30,46,219,387
"739","전북","남원 운영센터","의료급여",33,15,1,1,13,8
"740","전북","남원 운영센터","경감",287,245,17,36,192,33
"741","전북","순창 운영센터","합계",1467,561,23,68,470,598
"742","전북","순창 운영센터","일반",1024,354,17,37,300,414
"743","전북","순창 운영센터","기초수급",301,96,5,16,75,158
"744","전북","순창 운영센터","의료급여",13,5,0,3,2,6
"745","전북","순창 운영센터","경감",129,106,1,12,93,20
"746","전북","임실 운영센터","합계",1343,476,14,40,422,600
"747","전북","임실 운영센터","일반",868,268,5,18,245,392
"748","전북","임실 운영센터","기초수급",340,110,6,14,90,181
"749","전북","임실 운영센터","의료급여",29,12,2,1,9,12
"750","전북","임실 운영센터","경감",106,86,1,7,78,15
"751","전북","김제 운영센터","합계",3114,1471,91,201,1179,936
"752","전북","김제 운영센터","일반",1830,794,49,102,643,536
"753","전북","김제 운영센터","기초수급",914,398,26,51,321,336
"754","전북","김제 운영센터","의료급여",35,12,0,4,8,14
"755","전북","김제 운영센터","경감",335,267,16,44,207,50
"756","전북","진안 운영센터","합계",993,365,32,67,266,481
"757","전북","진안 운영센터","일반",638,216,18,42,156,313
"758","전북","진안 운영센터","기초수급",250,84,6,15,63,134
"759","전북","진안 운영센터","의료급여",20,6,2,0,4,11
"760","전북","진안 운영센터","경감",85,59,6,10,43,23
"761","전북","무주 운영센터","합계",795,390,29,79,282,270
"762","전북","무주 운영센터","일반",516,232,14,44,174,179
"763","전북","무주 운영센터","기초수급",184,75,6,18,51,84
"764","전북","무주 운영센터","의료급여",16,9,2,1,6,4
"765","전북","무주 운영센터","경감",79,74,7,16,51,3
"766","전북","장수 운영센터","합계",865,386,14,47,325,346
"767","전북","장수 운영센터","일반",538,213,2,23,188,231
"768","전북","장수 운영센터","기초수급",212,85,9,11,65,95
"769","전북","장수 운영센터","의료급여",15,4,0,0,4,8
"770","전북","장수 운영센터","경감",100,84,3,13,68,12
"771","전북","부안 운영센터","합계",2135,814,33,91,690,895
"772","전북","부안 운영센터","일반",1429,475,17,44,414,625
"773","전북","부안 운영센터","기초수급",431,153,6,24,123,198
"774","전북","부안 운영센터","의료급여",30,14,0,1,13,12
"775","전북","부안 운영센터","경감",245,172,10,22,140,60
"776","전북","고창 운영센터","합계",2362,1071,41,152,878,729
"777","전북","고창 운영센터","일반",1592,673,28,92,553,508
"778","전북","고창 운영센터","기초수급",432,148,5,20,123,173
"779","전북","고창 운영센터","의료급여",30,10,1,3,6,8
"780","전북","고창 운영센터","경감",308,240,7,37,196,40
"781","전북","전주북부 운영센터","합계",6183,2665,206,438,2021,2103
"782","전북","전주북부 운영센터","일반",4294,1778,139,304,1335,1410
"783","전북","전주북부 운영센터","기초수급",1217,365,23,53,289,595
"784","전북","전주북부 운영센터","의료급여",69,32,3,3,26,20
"785","전북","전주북부 운영센터","경감",603,490,41,78,371,78
"786","전북","군산 운영센터","합계",4623,2546,227,421,1898,1241
"787","전북","군산 운영센터","일반",2855,1500,127,256,1117,728
"788","전북","군산 운영센터","기초수급",1260,624,60,104,460,459
"789","전북","군산 운영센터","의료급여",62,34,4,6,24,20
"790","전북","군산 운영센터","경감",446,388,36,55,297,34
"791","전남","목포 운영센터","합계",3518,1657,121,362,1174,1243
"792","전남","목포 운영센터","일반",2111,979,76,232,671,682
"793","전남","목포 운영센터","기초수급",925,304,17,49,238,483
"794","전남","목포 운영센터","의료급여",52,25,2,6,17,20
"795","전남","목포 운영센터","경감",430,349,26,75,248,58
"796","전남","여수 운영센터","합계",4595,2505,203,524,1778,1413
"797","전남","여수 운영센터","일반",2926,1562,128,359,1075,873
"798","전남","여수 운영센터","기초수급",1110,460,34,65,361,483
"799","전남","여수 운영센터","의료급여",57,25,1,7,17,20
"800","전남","여수 운영센터","경감",502,458,40,93,325,37
"801","전남","순천 운영센터","합계",3873,2049,183,506,1360,1027
"802","전남","순천 운영센터","일반",2682,1351,128,335,888,704
"803","전남","순천 운영센터","기초수급",744,324,21,80,223,277
"804","전남","순천 운영센터","의료급여",53,20,7,6,7,18
"805","전남","순천 운영센터","경감",394,354,27,85,242,28
"806","전남","곡성 운영센터","합계",1539,638,32,65,541,652
"807","전남","곡성 운영센터","일반",1092,399,22,40,337,488
"808","전남","곡성 운영센터","기초수급",281,105,6,13,86,134
"809","전남","곡성 운영센터","의료급여",30,15,0,0,15,15
"810","전남","곡성 운영센터","경감",136,119,4,12,103,15
"811","전남","나주 운영센터","합계",2669,1254,98,164,992,712
"812","전남","나주 운영센터","일반",1724,712,57,95,560,488
"813","전남","나주 운영센터","기초수급",592,280,21,40,219,172
"814","전남","나주 운영센터","의료급여",36,18,2,1,15,11
"815","전남","나주 운영센터","경감",317,244,18,28,198,41
"816","전남","고흥 운영센터","합계",2767,1384,93,289,1002,900
"817","전남","고흥 운영센터","일반",1790,793,49,175,569,637
"818","전남","고흥 운영센터","기초수급",536,241,14,42,185,189
"819","전남","고흥 운영센터","의료급여",42,18,0,5,13,17
"820","전남","고흥 운영센터","경감",399,332,30,67,235,57
"821","전남","보성 운영센터","합계",1614,641,48,123,470,593
"822","전남","보성 운영센터","일반",1082,398,24,84,290,400
"823","전남","보성 운영센터","기초수급",353,116,13,15,88,155
"824","전남","보성 운영센터","의료급여",26,6,0,0,6,15
"825","전남","보성 운영센터","경감",153,121,11,24,86,23
"826","전남","화순 운영센터","합계",2486,1078,50,140,888,1036
"827","전남","화순 운영센터","일반",1751,685,36,91,558,775
"828","전남","화순 운영센터","기초수급",449,173,4,20,149,219
"829","전남","화순 운영센터","의료급여",30,10,0,2,8,12
"830","전남","화순 운영센터","경감",256,210,10,27,173,30
"831","전남","해남 운영센터","합계",2549,1262,52,208,1002,816
"832","전남","해남 운영센터","일반",1612,706,26,109,571,551
"833","전남","해남 운영센터","기초수급",591,277,12,61,204,216
"834","전남","해남 운영센터","의료급여",56,26,1,5,20,18
"835","전남","해남 운영센터","경감",290,253,13,33,207,31
"836","전남","진도 운영센터","합계",961,445,31,68,346,369
"837","전남","진도 운영센터","일반",575,242,14,38,190,237
"838","전남","진도 운영센터","기초수급",277,113,11,13,89,117
"839","전남","진도 운영센터","의료급여",16,10,0,1,9,5
"840","전남","진도 운영센터","경감",93,80,6,16,58,10
"841","전남","영암 운영센터","합계",1705,670,32,86,552,741
"842","전남","영암 운영센터","일반",1107,378,18,53,307,506
"843","전남","영암 운영센터","기초수급",376,128,8,16,104,192
"844","전남","영암 운영센터","의료급여",25,11,0,0,11,11
"845","전남","영암 운영센터","경감",197,153,6,17,130,32
"846","전남","장흥 운영센터","합계",1696,733,42,103,588,750
"847","전남","장흥 운영센터","일반",1075,389,24,47,318,510
"848","전남","장흥 운영센터","기초수급",396,174,12,33,129,193
"849","전남","장흥 운영센터","의료급여",29,6,0,1,5,19
"850","전남","장흥 운영센터","경감",196,164,6,22,136,28
"851","전남","영광 운영센터","합계",1688,748,62,104,582,618
"852","전남","영광 운영센터","일반",992,381,29,56,296,380
"853","전남","영광 운영센터","기초수급",435,174,19,28,127,192
"854","전남","영광 운영센터","의료급여",39,19,0,3,16,12
"855","전남","영광 운영센터","경감",222,174,14,17,143,34
"856","전남","함평 운영센터","합계",1499,699,60,137,502,486
"857","전남","함평 운영센터","일반",1011,426,31,83,312,348
"858","전남","함평 운영센터","기초수급",297,126,15,28,83,99
"859","전남","함평 운영센터","의료급여",20,9,0,3,6,8
"860","전남","함평 운영센터","경감",171,138,14,23,101,31
"861","전남","장성 운영센터","합계",1661,745,48,116,581,586
"862","전남","장성 운영센터","일반",1056,433,26,64,343,370
"863","전남","장성 운영센터","기초수급",344,137,15,28,94,158
"864","전남","장성 운영센터","의료급여",25,11,0,0,11,6
"865","전남","장성 운영센터","경감",236,164,7,24,133,52
"866","전남","담양 운영센터","합계",1750,947,69,125,753,522
"867","전남","담양 운영센터","일반",1236,629,49,83,497,382
"868","전남","담양 운영센터","기초수급",283,130,7,19,104,113
"869","전남","담양 운영센터","의료급여",27,17,1,4,12,5
"870","전남","담양 운영센터","경감",204,171,12,19,140,22
"871","전남","강진 운영센터","합계",1389,658,37,126,495,480
"872","전남","강진 운영센터","일반",893,390,21,63,306,318
"873","전남","강진 운영센터","기초수급",322,127,7,29,91,143
"874","전남","강진 운영센터","의료급여",26,14,2,4,8,9
"875","전남","강진 운영센터","경감",148,127,7,30,90,10
"876","전남","완도 운영센터","합계",1759,865,51,173,641,713
"877","전남","완도 운영센터","일반",970,399,21,84,294,446
"878","전남","완도 운영센터","기초수급",474,206,15,32,159,222
"879","전남","완도 운영센터","의료급여",28,12,0,2,10,14
"880","전남","완도 운영센터","경감",287,248,15,55,178,31
"881","전남","무안 운영센터","합계",1747,829,78,152,599,509
"882","전남","무안 운영센터","일반",1137,499,46,95,358,353
"883","전남","무안 운영센터","기초수급",352,134,16,23,95,115
"884","전남","무안 운영센터","의료급여",33,15,0,1,14,10
"885","전남","무안 운영센터","경감",225,181,16,33,132,31
"886","전남","신안 운영센터","합계",1228,622,31,100,491,529
"887","전남","신안 운영센터","일반",750,314,14,41,259,383
"888","전남","신안 운영센터","기초수급",321,182,16,35,131,122
"889","전남","신안 운영센터","의료급여",15,5,0,0,5,7
